"Manufacturer Name","Model Name","HardWare Number","FirmWare Number","Application Number","Approval Number","Version","Approval Class","Product Type","Expiry Date","PIN Support","PIN Key Management","SRED Key Management","Prompt Control","PIN Entry Technology","Functions Provided","Approved usage","Remote-managed HSM","Supports ISO Format 4 (AES) PIN Blocks","Interface Isolation","Not Marketed"
"Dspread Technology (Beijing) Inc","QPOS Mini"," 2.3.2 2.3.1"," 1.3.7,1.3.6",,4-90156,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK,DUKPT",,Vendor-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Dspread Technology (Beijing) Inc","QPOS Mini",2.3.x,"1.4.x1.4.x: 31 Dec 2026",,4-90354,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Vendor-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Dspread Technology (Beijing) Inc","QPOS Nano",001,"1.xx.xx1.xx.xx: 31 Dec 2025",,4-90294,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Vendor-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Dspread Technology (Beijing) Inc","QPOS Plus",2.2.x,"2.3.x2.3.x: 31 Dec 2026",,4-90382,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Dspread Technology (Beijing) Inc","QPOS Plus"," 2.2.1  2.2.2  2.2.3 2.2.0",2.2.0,,4-90147,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK,DUKPT",,Vendor-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Dspread Technology (Beijing) Inc","QPOS Trio",001,"1.0.11.0.1: 31 Dec 2025",,4-90237,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Vendor-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Dspread Technology (Beijing) Inc","QPOS Ultra",1.3.0,1.1.6,,4-90140,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed",,Vendor-controlled,"Physical Keypad","Display,ICCR,MSR,OP,SRED",,,,,0
"DynamiCode Company Limited",P62,V1.0,"V1.0V1.0: 31 Dec 2026",V1.0,4-90350,6.x,PED,,"30 Apr 2031",Online,"TDES:MK/SK; AES:MK/SK","TDES:MK/SK; AES:N/A; FPE:No",Vendor-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"DynamiCode Company Limited",P63,V102,V1.00,V1.00,4-90082,5.x,PED,,"30 Apr 2026",Online,"TDES:Fixed,MK/SK; AES:Fixed",,Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP",,,,,0
"DynamiCode Company Limited",P84,HW:V221,FM:V1.0,,4-90039,5.x,PED,,"30 Apr 2026",Online,"TDES:Fixed,MK/SK; AES:Fixed",,Vendor-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"DynamiCode Company Limited",P92,V03.03,V1.1.5,,4-60217,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:MK/SK",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP",,,,,0
"EDATA Elektronik San. ve Tic. A.S.","P1000 ECR"," P.01.62.xx.x  P.01.63.xx.x.xx.xxxx2  P.01.63.xx.x.xx.xxxx3 P.01.61.xx.x P.01.63.xx.x.xx.xxxx1","0H010600.33.xxxx.xxx.xxx 0K010600.33.xxxx.xxx.xxx,0K010600.33.xxxx.xxx.xxx0H010600.33.xxxx.xxx.xxx, 0K010600.33.xxxx.xxx.xxx: 31 Dec 2026,0K010600.33.xxxx.xxx.xxx: 31 Dec 2026",,4-90393,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK","TDES:MK/SK; AES:MK/SK; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"EDATA Elektronik San. ve Tic. A.S.",P2000L,"P.02.40.xx.x Profilo P.02.40.xx.x","0E010403.28.xxxx.xxx.xxxx,Profilo 0E010403.28.xxxx.xxx.xxxx",,4-90093,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"EEASY PAYMENT SERVICES L.L.C",e5,"   F300_11_xx_xx (Without Wi-Fi; Bluetooth)  F300_12_xx_xx (Without Wi-Fi; Bluetooth; CTLS)  F300_13_xx_xx (Without Wi-Fi; Bluetooth; CTLS; GPS)  F300_14_xx_xx (Without Wi-Fi; Bluetooth; CTLS; GPS; Rear Camera)  e5_11_xx_xx (Without Wi-Fi; Bluetooth)  e5_12_xx_xx (Without Wi-Fi; Bluetooth; CTLS)  e5_13_xx_xx (Without Wi-Fi; Bluetooth; CTLS; GPS)  e5_14_xx_xx (Without Wi-Fi; Bluetooth; CTLS; GPS; Rear Camera) F300_10_xx_xx (Full function) e5_10_xx_xx (Full function)"," Android OS: F300_OS_1.2.0.1_xxx_xxxxxxxxxxxx, Android OS: e5_OS_1.2.0.1_xxx_xxxxxxxxxxxx, Secure Firmware: F300_SF_1.00.00.19_xx_xxxxxxxx, Secure Firmware: e5_SF_1.00.00.19_xx_xxxxxxxx,Secure Boot: F300_BL_1.00.13.00_xxxxxxxx,Secure Boot: e5_BL_1.00.13.00_xxxxxxxx",,4-90224,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:MK/SK,DUKPT; AES:Fixed",,Vendor-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"EEASY PAYMENT SERVICES L.L.C",e7,"   F20_01_xx_xx (Without Wi-Fi; BT)  F20_02_xx_xx (Without Wi-Fi; BT; CTLS)  F20_03_xx_xx (Without Wi-Fi; BT; CTLS; Front Camera)  F20_04_xx_xx (Without Wi-Fi; BT; CTLS; Front Camera; 2M Rear Camera)  F20_10_xx_xx (Full function)  F20_11_xx_xx (Without Wi-Fi; Bluetooth)  F20_12_xx_xx (Without Wi-Fi; Bluetooth; CTLS)  F20_13_xx_xx (Without Wi-Fi; Bluetooth; CTLS; Front Camera)  F20_14_xx_xx (Without Wi-Fi; Bluetooth; CTLS; Front Camera; 2M Rear Camera)  F20_20_xx_xx (Full function)  F20_21_xx_xx (Without Wi-Fi; Bluetooth)  F20_22_xx_xx (Without Wi-Fi; Bluetooth; CTLS)  F20_23_xx_xx (Without Wi-Fi; Bluetooth; CTLS; Front Camera)  F20_24_xx_xx (Without Wi-Fi; Bluetooth; CTLS; Front Camera; Rear Camera)  e7_21_xx_xx (Without Wi-Fi; Bluetooth)  e7_22_xx_xx (Without Wi-Fi; Bluetooth; CTLS)  e7_23_xx_xx (Without Wi-Fi; Bluetooth; CTLS; Front Camera)  e7_24_xx_xx (Without Wi-Fi; Bluetooth; CTLS; Front Camera; Rear Camera) F20_00_xx_xx (Full function) e7_20_xx_xx (Full function)"," Android OS: F20_OS_1.02.00.05_xxx_xxxxxxxxxxxx, Android OS: F20_OS_1.1.3.0_xxx_xxxxxxxx, Android OS: F20_OS_1.1.6.0_xxx_xxxxxxxxxx, Android OS: e7_OS_1.02.00.05_xxx_xxxxxxxxxxxx, Secure Boot: F20_BL_1.00.02.00_xxxxxxxx, Secure Boot: F20_BL_1.00.03.00_xxxxxxxx, Secure Firmware: F20_SF_1.0.5.0_xx_xxxxxxxx, Secure Firmware: F20_SF_1.00.07.00_xx_xxxxxxxx, Secure Firmware: F20_SF_1.00.08.00_xx_xxxxxxxx, Secure Firmware: e7_SF_1.00.08.00_xx_xxxxxxxx,Secure Boot: F20_BL_1.0.2.0_xxxxxxxx,Secure Boot: e7_BL_1.00.03.00_xxxxxxxx",,4-90225,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:MK/SK,DUKPT; AES:Fixed,MK/SK",,Vendor-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"ELGIN S.A.",EP100," 1.1.0 1.1.0"," 1.1.2, 1.1.3,1.1.1,1.1.3",,4-90160,5.x,SCRP,,"30 Apr 2026","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT",,N/A,N/A,"ICCR,CTLS,OP,SRED",,,,,0
"ELGIN S.A.",EP14," 2.2.1  2.2.2  2.2.3 2.2.0",2.2.0,,4-90186,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK,DUKPT",,Vendor-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"ELGIN S.A.",EP5855,1.0,1.0.x,,4-90070,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Elo Touch Solutions, Inc.","EMC-M100, EMC-M100C",M100-V1.00-xxxx,"6.xxx.xxx.xxxx+7100p6.xxx.xxx.xxxx+7100p: 31 Dec 2026",,4-30551,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:DUKPT; AES:DUKPT; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,CTLS,OP,SRED",,,Yes,,0
"Elo Touch Solutions, Inc.","EMC0600, EMC0600C, EMC0600SC, EMC0600S"," A01.0EC.x  A01.0NC.x  A01.S00.x  A01.SEC.x  A01.SNC.x A01.000.x"," 5.xxx.xxx.xxxx+p, 6.xxx.xxx.xxxx+ap, 6.xxx.xxx.xxxx+p,5.xxx.xxx.xxxx+ap,5.xxx.xxx.xxxx+xx5.xxx.xxx.xxxx+ap: 31 Dec 2025,5.xxx.xxx.xxxx+p: 31 Dec 2025,6.xxx.xxx.xxxx+ap: 31 Dec 2025,6.xxx.xxx.xxxx+p: 31 Dec 2025,5.xxx.xxx.xxxx+xx: 31 Dec 2024",,4-30470,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:DUKPT; AES:DUKPT; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Elo Touch Solutions, Inc.",ESY07P1," ESY07P1-V1.00-x1x ESY07P1-V1.00-x0x","6.xxx.xxx.xxxx+7100p6.xxx.xxx.xxxx+7100p: 31 Dec 2026",,4-30548,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:DUKPT; AES:DUKPT; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Emsyscon Solutions",EMV3000,1," Firmware: 91110109,SBL: 00000105",,4-40284,5.x,SCR,,"30 Apr 2026",N/A,"TDES:N/A; AES:N/A",,N/A,N/A,"CTLS,SRED",,,,,0
"Equinox Payments","Equinox Luxe 3300a",AP01-00100xx,AS01-00100xx,,4-70036,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:N/A",,Vendor-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,1
"Equinox Payments","Luxe 6200m","LX62xx-0100xx LX62xx-0100xx; Part Number: 020400-00xE"," LXMQX1- 020400-003E 6200m Wi-Fi and BLE 5.0, LXMQX1- 020400-004E 6200m BLE 5.0 only, LXMQX1-020400-002E 6200m Wi-Fi only,LXMQX1-0200xx,LXMQX1-020400-001E 6200m no wireless communications",,4-70033,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:N/A",,Vendor-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Equinox Payments","Luxe 6200m","   P/N: 020400-002E xxx HW: LX6200-0100xx  P/N: 020400-003E xxx HW: LX6200-0100xx  P/N: 020400-004E xxx HW: LX6200-0100xx  P/N: 020400-013E xxx HW: LX6200-0100xx  P/N: 020400-903E xxx HW: LX6200-0100xx P/N: 020400-001E xxx HW: LX6200-0100xx","LXSF-26200xxLXSF-26200xx: 31 Dec 2026",,4-70048,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:DUKPT; AES:DUKPT; FPE:Yes",Vendor-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Equinox Payments","Luxe 8500i",LX8500-010000,"LXSF-16200xxLXSF-16200xx: 31 Dec 2026",,4-70049,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:DUKPT; AES:DUKPT; FPE:Yes",Vendor-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Equinox Payments","Luxe 8500i",LX85xx-0100xx,LXMQX1-0100xx,,4-70030,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed",,Vendor-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Equinox Payments","Luxe 8700x"," P/N: 010500-005E xxx HW: LX8700-0100xx P/N: 010500-002E xxx HW: LX8700-0100xx","LXSF-36200xxLXSF-36200xx: 31 Dec 2026",,4-70052,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:DUKPT; AES:DUKPT; FPE:Yes",Vendor-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Evolute Fintech Innovations Private Limited","UniPOS A5",4.0.2," Application processor: UniPOS_SEC_V1.0.7_user,Security processor: Ver1.07",,4-90090,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:MK/SK; AES:MK/SK,DUKPT",,Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Evotor LLC","Evotor 5i",ver3/ST5i_v1.1," 1.5.1 EvoPinPadDriver, Evotor OS 3.9.8.1 Android module,1.2.1.0 card module",,4-100003,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:Fixed; AES:Fixed",,Vendor-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"FAST STATE LIMITED CO., LTD","INVERSUM EXONIC CNT3828",V1.04,"1.0.0.xxxx1.0.0.xxxx: 31 Dec 2026",,4-40435,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK","TDES:N/A; AES:MK/SK; FPE:No",Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"FAST STATE LIMITED CO., LTD","INVERSUM EXONIC LPN2036",V1.03,"1.0.11.0.1: 31 Dec 2026",,4-40388,6.x,PED,,"30 Apr 2031",Online,"TDES:MK/SK,DUKPT; AES:MK/SK","TDES:N/A; AES:MK/SK; FPE:No",Acquirer-controlled,"Physical Keypad","Display,CTLS,SRED",,,Yes,,0
"FAST STATE LIMITED CO., LTD","INVERSUM EXONIC MBL3829",V2.05,"1.0.1.xxxx1.0.1.xxxx: 31 Dec 2026",,4-40420,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK","TDES:N/A; AES:MK/SK; FPE:No",Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"FAST STATE LIMITED CO., LTD","INVERSUM EXONIC SPN3830",V1.03,"1.0.1.xxxx1.0.1.xxxx: 31 Dec 2026",,4-40387,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK","TDES:N/A; AES:MK/SK; FPE:No",Acquirer-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Feig Electronic GmbH","cVEND PIN",FE972-x-1.0," pS02.01.xx-xx.xx-x-x,pS02.03.xx-xx.xx-x-x,pS02.05.xx-xx.xx-x-x",,4-80045,5.x,PED,OEM,"30 Apr 2026","Online & Offline","TDES:Fixed,MK/SK,DUKPT; AES:Fixed,MK/SK,DUKPT",,Acquirer-controlled,"Physical Keypad","Display,CTLS,OP,SRED",,,Yes,,0
"Feig Electronic GmbH","cVEND PIN CKID",FE972-x-1.0,pS02.01.xx-xx.xx-x-x,"02.02.xx, 02.03.xx,02.04.xx",4-80056,3.x,KLD,,"30 Apr 2026",N/A,"TDES:N/A; AES:N/A",,N/A,N/A,,,No,No,,0
"Feig Electronic GmbH","cVEND plug"," FE869-5-FE870-x-xxxxxxxx FE869-3-FE870-x-xxxxxxxx"," cS02.01.xx-xx.xx-x-x,cS02.03.xx-xx.xx-x-x,cS02.05.xx-xx.xx-x-x",,4-80047,5.x,SCR,OEM,"30 Apr 2026",N/A,"TDES:N/A; AES:N/A",,N/A,N/A,"CTLS,OP,SRED",,,No,,0
"Feig Electronic GmbH","cVEND plug II",FE1141-x-2.0,"aS03.01.xx-xx.xx-x-xaS03.01.xx-xx.xx-x-x: 31 Dec 2026",,4-80090,6.x,SCR,OEM,"30 Apr 2031",N/A,"TDES:N/A; AES:N/A","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",N/A,N/A,"CTLS,OP,SRED",,,,,0
"Feitian Technologies Co., Ltd.",ePayPOS600," ePayPOS600-D-xx (without CTLS) ePayPOS600-C-xx (with CTLS)","Secure Firmware Version: SPM3SF_20.00_xxx_xxxxxxxx Secure Boot Version: SPM3BL_01.00_xxxxxxxxSecure Firmware Version: SPM3SF_20.00_xxx_xxxxxxxx, Secure Boot Version: SPM3BL_01.00_xxxxxxxx: 31 Dec 2026",,4-90330,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Vendor-controlled,"Physical Keypad","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Feitian Technologies Co., Ltd.",F20," F20_01_xx_xx (Without Wi-Fi; BT)  F20_02_xx_xx (Without Wi-Fi; BT; CTLS)  F20_03_xx_xx (Without Wi-Fi; BT; CTLS; Front Camera)  F20_04_xx_xx (Without Wi-Fi; BT; CTLS; Front Camera; 2M Rear Camera)  F20_10_xx_xx (Full function)  F20_11_xx_xx (Without Wi-Fi; Bluetooth)  F20_12_xx_xx (Without Wi-Fi; Bluetooth; CTLS)  F20_13_xx_xx (Without Wi-Fi; Bluetooth; CTLS; Front Camera)  F20_14_xx_xx (Without Wi-Fi; Bluetooth; CTLS; Front Camera; 2M Rear Camera)  F20_21_xx_xx (Without Wi-Fi; Bluetooth)  F20_22_xx_xx (Without Wi-Fi; Bluetooth; CTLS)  F20_23_xx_xx (Without Wi-Fi; Bluetooth; CTLS; Front Camera)  F20_24_xx_xx (Without Wi-Fi; Bluetooth; CTLS; Front Camera; Rear Camera) F20_00_xx_xx (Full function) F20_20_xx_xx (Full function)"," Android OS: F20_OS_1.02.00.05_xxx_xxxxxxxxxxxx, Android OS: F20_OS_1.1.3.0_xxx_xxxxxxxx, Android OS: F20_OS_1.1.6.0_xxx_xxxxxxxxxx, Secure Boot: F20_BL_1.00.02.00_xxxxxxxx, Secure Firmware: F20_SF_1.0.5.0_xx_xxxxxxxx, Secure Firmware: F20_SF_1.00.07.00_xx_xxxxxxxx, Secure Firmware: F20_SF_1.00.08.00_xx_xxxxxxxx,Secure Boot: F20_BL_1.0.2.0_xxxxxxxx,Secure Boot: F20_BL_1.00.03.00_xxxxxxxx",,4-90105,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:MK/SK,DUKPT; AES:Fixed,MK/SK",,Vendor-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Feitian Technologies Co., Ltd.",F20," F20_21_xx_xx (Without Wi-Fi; Bluetooth)  F20_22_xx_xx (Without Wi-Fi; Bluetooth; CTLS)  F20_23_xx_xx (Without Wi-Fi; Bluetooth; CTLS; Front Camera)  F20_24_xx_xx (Without Wi-Fi; Bluetooth; CTLS; Front Camera; Rear Camera)  F20_30_xx_xx (Full function)  F20_31_xx_xx (Without Wi-Fi; Bluetooth)  F20_32_xx_xx (Without Wi-Fi; Bluetooth; CTLS)  F20_33_xx_xx (Without Wi-Fi; Bluetooth; CTLS; Front Camera)  F20_34_xx_xx (Without Wi-Fi; Bluetooth; CTLS; Front Camera; Rear Camera) F20_20_xx_xx (Full function)","Secure Boot: F20_BL_1.00.02.00_xxxxxxxx Secure Firmware: F20_SF_1.00.07.00_xx_xxxxxxxx Android OS: F20_OS_1.01.06.00_xxx_xxxxxxxxxxxxSecure Boot: F20_BL_1.00.02.00_xxxxxxxx, Secure Firmware: F20_SF_1.00.07.00_xx_xxxxxxxx, Android OS: F20_OS_1.01.06.00_xxx_xxxxxxxxxxxx: 31 Dec 2026",,4-90321,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Feitian Technologies Co., Ltd.",F210," F210_01_xx_xx (Without front camera)  F210_02_xx_xx (Without front camera and microphone)  F210_03_xx_xx (Without Wi-Fi; Bluetooth and GPS)  F210_04_xx_xx (Without Wi-Fi; Bluetooth; GPS and CTLS) F210_00_xx_xx (Full function)"," Android OS: F210_OS_1.01.01.00_xxx_xxxxxxxxxxxx, Secure Firmware: F210_SF_1.00.07.00_xx_xxxxxxxx ,Secure Boot: F210_BL_1.00.02.00_xxxxxxxxSecure Boot: F210_BL_1.00.02.00_xxxxxxxx,: 31 Dec 2024, Secure Firmware: F210_SF_1.00.07.00_xx_xxxxxxxx, : 31 Dec 2024,Android OS: F210_OS_1.01.01.00_xxx_xxxxxxxxxxxx: 31 Dec 2024",,4-90208,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK","TDES:MK/SK,DUKPT; AES:MK/SK; FPE:No",Vendor-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Feitian Technologies Co., Ltd.",F300," F300_11_xx_xx (Without Wi-Fi; Bluetooth)  F300_12_xx_xx (Without Wi-Fi; Bluetooth; CTLS)  F300_13_xx_xx (Without Wi-Fi; Bluetooth; CTLS; GPS)  F300_14_xx_xx (Without Wi-Fi; Bluetooth; CTLS; GPS; Rear Camera) F300_10_xx_xx (Full function)"," Android OS: F300_OS_1.2.0.1_xxx_xxxxxxxxxxxx, Secure Firmware: F300_SF_1.00.00.19_xx_xxxxxxxx,Secure Boot: F300_BL_1.00.13.00_xxxxxxxx",,4-90151,5.x,PED,,"30 Apr 2026","Online & Offline","TDES:MK/SK,DUKPT; AES:Fixed",,Vendor-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
"Feitian Technologies Co., Ltd.",F310," F310_01_xx_xx (Without front camera)  F310_02_xx_xx (Without front camera and microphone)  F310_03_xx_xx (Without CTLS)  F310_04_xx_xx (Without front camera) F310_00_xx_xx (Full function)","Secure Boot: F310_BL_1.00.02.00_xxxxxxxx Secure Firmware: F310_SF_1.00.07.00_xx_xxxxxxxx Android OS: F310_OS_1.01.06.00_xxx_xxxxxxxxxxxxSecure Boot: F310_BL_1.00.02.00_xxxxxxxx, Secure Firmware: F310_SF_1.00.07.00_xx_xxxxxxxx, Android OS: F310_OS_1.01.06.00_xxx_xxxxxxxxxxxx: 31 Dec 2024",,4-90231,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK","TDES:MK/SK,DUKPT; AES:MK/SK; FPE:No",Vendor-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Feitian Technologies Co., Ltd.","F310 P"," F310 P_1x_Px1_xx (ICC; CTLS; No-MSR)  F310 P_1x_Px2_xx (ICC; No-CTLS; MSR)  F310 P_2x_Px0_xx (ICC; CTLS; MSR)  F310 P_2x_Px1_xx (ICC; CTLS; No-MSR)  F310 P_2x_Px2_xx (ICC; No-CTLS; MSR)  F310 P_3x_Fx1_xx (ICC; CTLS; No-MSR)  F310 P_3x_Px0_xx (ICC; CTLS; MSR)  F310 P_3x_Px2_xx (ICC; No-CTLS; MSR) F310 P_1x_Px0_xx (ICC; CTLS; MSR)","1.01.00.x0 1.01.00.x11.01.00.x0, 1.01.00.x1: 31 Dec 2026",,4-90362,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,Yes,,0
"Feitian Technologies Co., Ltd.",F360," F360_01_xx_xx (Without front camera)  F360_02_xx_xx (Without front camera and Microphone)  F360_03_xx_xx (Without CTLS)  F360_04_xx_xx (Without front camera and CTLS)  F360_10_xx_xx (Full function)  F360_11_xx_xx (Without front camera)  F360_12_xx_xx (Without front camera and Microphone)  F360_13_xx_xx (Without CTLS)  F360_14_xx_xx (Without front camera and CTLS) F360_00_xx_xx (Full function)","1.01.00.xx1.01.00.xx: 31 Dec 2026",,4-90337,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Acquirer-controlled,"Touch Screen","Display,ICCR,CTLS,OP,SRED",,,Yes,,0
"Feitian Technologies Co., Ltd.",F600,"   F600_11_xx_xx (Without Front Camera)  F600_12_xx_xx (Without Fingerprint)  F600_13_xx_xx (Without Wi-Fi; Bluetooth; GPS)  F600_14_xx_xx (Without Wi-Fi; Bluetooth; GPS; CTLS) F600_10_xx_xx (Full function)","Secure Boot: F600_BL_1.00.13.00_xxxxxxxx Secure Firmware: F600_SF_1.00.00.19_xx_xxxxxxxx Android OS: F600_OS_1.01.01.00_xxx_xxxxxxxxxxxxSecure Boot: F600_BL_1.00.13.00_xxxxxxxx, Secure Firmware: F600_SF_1.00.00.19_xx_xxxxxxxx, Android OS: F600_OS_1.01.01.00_xxx_xxxxxxxxxxxx: 31 Dec 2024",,4-90194,6.x,PED,,"30 Apr 2031","Online & Offline","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT","TDES:MK/SK,DUKPT; AES:MK/SK,DUKPT; FPE:No",Vendor-controlled,"Touch Screen","Display,ICCR,MSR,CTLS,OP,SRED",,,,,0
